Worker_ID,Age,Industry,Job_Role,Years_Experience,AI_Tools_Used_Daily,AI_Hours_Per_Day,AI_Adoption_Level,Perceived_Usefulness,Skill_Anxiety_Score,Work_Hours_Per_Week,Meetings_Per_Week,Deep_Work_Hours,Interruptions_Per_Day,Sleep_Hours_Per_Night,Physical_Activity_Days,Stress_Level,Job_Satisfaction,Cognitive_Load_Score,Remote_Work_Ratio,Productivity_Score,Burnout_Label
6237,39,Healthcare,Radiologist,14.0,8,4.8,3,10,4,61.0,14,2.2,16,6.1,1,6,7,4,0.17,71.9,No Risk
6238,35,Healthcare,Physician,15.5,0,0.5,0,6,3,49.1,4,3.2,10,6.0,3,7,5,3,0.15,67.0,No Risk
6239,46,Legal,Legal Analyst,20.7,6,5.1,3,7,3,57.1,10,5.2,4,4.6,2,8,8,3,0.58,68.6,No Risk
6240,38,Legal,Compliance Manager,18.0,9,5.2,3,10,4,46.6,8,4.8,10,6.3,1,4,7,5,0.79,80.9,No Risk
6241,23,Creative,Video Producer,2.0,2,1.9,1,6,7,49.1,8,3.5,10,6.1,5,7,5,2,0.37,61.1,No Risk
6242,22,Technology,DevOps Engineer,1.9,4,5.3,2,7,4,46.4,7,5.3,15,6.1,3,6,7,5,0.34,78.5,No Risk
6243,29,Healthcare,Nurse,4.7,7,4.8,3,6,1,53.4,8,2.3,13,6.9,2,3,7,4,0.6,62.5,No Risk
6244,30,Education,Researcher,11.1,5,4.8,2,6,5,46.1,9,3.8,9,4.7,5,6,7,6,0.15,70.4,No Risk
6245,43,Education,Professor,18.6,0,1.3,0,3,6,58.2,14,3.4,12,7.1,2,6,3,3,0.13,64.8,No Risk
6246,35,Healthcare,Health Admin,14.5,6,5.0,3,10,4,46.6,10,1.8,14,5.5,6,7,7,5,0.3,70.2,No Risk
6247,44,Technology,DevOps Engineer,24.2,3,2.0,1,6,4,48.9,6,2.7,20,5.9,4,5,5,7,0.54,64.4,No Risk
6248,24,Education,Researcher,1.7,2,3.1,1,10,7,31.1,11,3.2,15,6.8,4,8,7,3,0.43,73.9,No Risk
6249,43,Education,Teacher,20.8,6,5.0,3,10,3,58.0,8,3.1,17,7.5,3,5,6,4,0.18,77.1,No Risk
6250,41,Technology,Software Engineer,19.3,2,2.4,1,6,5,36.1,7,2.7,19,7.3,3,5,5,5,0.79,67.2,No Risk
6251,22,Finance,Financial Analyst,0.8,6,5.8,3,10,7,43.3,11,4.3,14,7.0,3,6,6,5,0.63,77.8,No Risk
6252,46,Technology,Product Manager,27.0,5,4.9,2,10,4,37.1,10,4.9,10,7.7,2,4,7,5,0.4,90.5,No Risk
6253,36,Finance,Portfolio Manager,16.7,6,4.7,3,10,5,37.1,8,2.0,18,6.1,1,7,7,3,0.77,70.9,No Risk
6254,38,Technology,DevOps Engineer,15.8,3,4.5,1,7,3,53.3,7,4.7,19,5.3,1,6,5,6,0.46,68.3,No Risk
6255,28,Finance,Financial Analyst,4.9,4,5.7,2,10,5,40.7,11,1.9,15,6.6,5,3,7,5,0.29,72.5,No Risk
6256,45,Healthcare,Nurse,25.5,3,1.8,1,4,3,33.8,10,2.5,15,7.1,3,4,5,2,0.21,64.4,No Risk
6257,26,Healthcare,Nurse,2.7,2,2.3,1,6,6,33.3,7,4.1,10,5.6,3,4,5,3,0.34,77.0,No Risk
6258,42,Education,Curriculum Designer,21.2,2,1.5,1,10,4,54.4,13,3.5,9,8.3,3,6,4,4,0.42,83.0,No Risk
6259,42,Legal,Lawyer,20.2,2,1.6,1,7,3,42.6,14,0.7,15,6.8,3,5,2,4,0.8,57.6,No Risk
6260,27,Technology,Product Manager,3.1,7,5.2,3,10,3,48.1,10,5.2,17,4.9,4,5,7,3,0.44,83.1,No Risk
6261,51,Technology,Data Scientist,28.7,6,3.8,2,8,2,54.4,7,2.8,13,7.2,2,7,2,3,0.45,66.8,No Risk
6262,37,Legal,Contract Specialist,16.2,5,3.6,2,8,5,51.7,4,4.9,23,6.7,0,7,7,5,0.88,63.1,No Risk
6263,40,Technology,DevOps Engineer,18.1,4,4.0,2,10,3,48.5,4,5.0,9,5.1,0,9,5,4,0.81,71.6,At Risk
6264,23,Creative,Copywriter,2.2,6,5.8,3,10,5,58.7,4,4.8,11,6.7,4,7,8,3,0.16,89.9,No Risk
6265,52,Legal,Contract Specialist,26.9,5,3.1,2,8,4,36.7,11,2.4,14,6.1,2,4,4,4,0.86,69.1,No Risk
6266,25,Healthcare,Radiologist,0.0,4,3.9,2,5,10,44.5,7,3.0,9,5.9,3,8,5,3,0.24,60.1,At Risk
6267,43,Creative,Copywriter,22.3,3,2.2,1,5,4,52.8,8,2.7,11,6.5,3,6,7,4,0.17,61.4,No Risk
6268,27,Technology,DevOps Engineer,3.3,4,3.1,2,8,6,61.8,12,0.9,9,5.8,1,8,5,4,0.86,67.8,At Risk
6269,30,Finance,Accountant,4.7,2,1.7,1,6,4,61.1,5,3.2,20,7.4,0,10,4,3,0.75,56.9,At Risk
6270,41,Healthcare,Radiologist,17.1,4,3.4,2,10,4,37.4,8,2.9,15,7.2,6,3,9,5,0.13,90.4,No Risk
6271,43,Finance,Financial Analyst,22.5,2,3.1,1,6,3,46.1,12,2.3,13,4.6,5,6,4,6,0.66,60.9,At Risk
6272,25,Creative,UX Designer,2.4,5,3.2,2,10,6,50.9,9,2.3,8,6.3,1,6,3,4,0.24,71.0,No Risk
6273,44,Technology,Software Engineer,19.1,2,1.7,1,3,5,44.2,14,2.1,17,5.7,4,7,8,4,0.61,54.1,No Risk
6274,43,Healthcare,Radiologist,20.6,2,2.5,1,5,4,51.1,7,4.4,7,7.6,3,6,6,4,0.26,72.5,No Risk
6275,27,Healthcare,Radiologist,7.6,3,4.5,1,7,4,63.6,9,3.8,17,5.8,0,10,3,4,0.59,64.8,At Risk
6276,48,Healthcare,Medical Researcher,24.3,0,0.5,0,8,5,36.8,11,4.8,12,5.7,3,5,7,4,0.39,69.4,No Risk
6277,23,Technology,Product Manager,3.0,1,0.3,0,4,6,34.0,14,1.7,22,5.6,2,9,2,4,0.68,47.1,At Risk
6278,30,Finance,Financial Analyst,10.6,4,1.7,1,8,4,50.6,14,1.6,18,6.3,2,5,7,6,0.3,56.4,No Risk
6279,39,Legal,Compliance Manager,15.4,4,3.0,2,10,2,43.3,9,1.9,13,5.1,2,6,6,2,0.69,76.5,No Risk
6280,28,Technology,Software Engineer,5.7,4,3.2,2,10,5,52.4,9,3.7,24,5.2,3,9,4,7,0.39,71.4,At Risk
6281,37,Legal,Lawyer,12.3,2,1.6,1,7,5,47.1,8,3.1,13,8.0,1,6,4,4,0.87,65.2,No Risk
6282,37,Healthcare,Medical Researcher,15.7,2,2.0,1,5,4,44.0,3,4.7,9,7.1,5,6,2,3,0.17,75.2,No Risk
6283,34,Education,Curriculum Designer,13.6,5,6.1,2,10,2,41.5,10,1.2,4,6.7,4,4,8,4,0.09,77.5,No Risk
6284,42,Education,Teacher,18.9,6,2.7,1,3,8,46.3,5,2.4,10,6.9,5,6,3,4,0.07,51.3,At Risk
6285,33,Technology,Software Engineer,11.0,1,0.7,0,1,1,40.9,13,1.5,13,5.7,7,4,5,2,0.39,41.5,No Risk
6286,37,Healthcare,Physician,12.1,4,2.0,1,10,3,54.4,5,3.2,13,6.0,2,5,6,5,0.69,79.5,No Risk
6287,44,Legal,Lawyer,19.8,3,2.3,1,7,4,46.3,13,2.0,7,6.6,4,4,6,5,0.67,64.8,No Risk
6288,41,Finance,Compliance Officer,15.5,5,3.4,2,6,5,36.8,7,4.0,16,8.0,2,6,6,5,0.77,60.3,No Risk
6289,41,Creative,UX Designer,21.5,6,4.7,3,7,3,59.7,6,6.2,20,7.7,4,8,5,6,0.23,64.5,At Risk
6290,26,Finance,Risk Manager,2.6,5,3.7,2,5,6,45.9,5,1.9,17,7.4,4,6,3,6,0.35,56.7,At Risk
6291,39,Technology,QA Engineer,14.0,3,2.1,1,10,4,62.2,6,2.3,10,6.1,3,5,6,5,0.42,76.6,No Risk
6292,28,Finance,Risk Manager,7.4,3,3.8,1,6,8,43.3,10,1.6,14,5.7,3,3,4,4,0.43,66.7,No Risk
6293,25,Creative,Brand Strategist,1.7,0,0.8,0,3,8,37.6,9,1.6,10,6.6,3,2,3,3,0.12,56.2,No Risk
6294,34,Finance,Compliance Officer,9.4,5,4.2,2,10,3,44.6,5,5.9,12,4.7,2,8,9,4,0.65,78.1,No Risk
6295,28,Legal,Compliance Manager,8.6,4,1.6,1,7,6,44.7,7,5.0,19,6.8,1,8,6,2,0.67,73.6,No Risk
6296,41,Legal,Legal Analyst,16.7,3,2.6,1,5,4,43.4,9,2.0,18,6.7,6,4,5,3,0.48,63.4,No Risk
6297,42,Finance,Portfolio Manager,21.6,6,7.8,3,10,6,43.4,8,2.9,18,8.9,2,6,6,5,0.51,70.5,No Risk
6298,22,Technology,QA Engineer,0.3,4,2.4,1,7,10,41.9,8,0.5,13,6.8,0,5,4,4,0.71,51.2,No Risk
6299,28,Education,Academic Advisor,3.9,6,4.1,2,9,6,60.2,8,3.3,11,5.6,1,5,7,6,0.31,74.8,No Risk
6300,23,Finance,Accountant,2.6,4,6.1,2,7,5,45.0,12,1.9,16,6.6,2,6,4,6,0.43,58.6,At Risk
6301,31,Education,Academic Advisor,7.0,4,3.4,2,6,4,64.2,6,2.9,8,5.3,1,8,4,6,0.24,62.1,At Risk
6302,39,Finance,Accountant,13.3,9,5.9,3,8,5,56.9,12,3.5,12,6.0,3,4,8,6,0.81,66.6,No Risk
6303,33,Healthcare,Health Admin,7.5,1,0.4,0,4,8,43.5,10,2.1,10,5.2,5,6,4,2,0.31,58.9,No Risk
6304,30,Education,Researcher,9.1,1,0.4,0,4,5,49.3,7,2.1,12,6.6,0,4,4,2,0.17,65.4,No Risk
6305,45,Finance,Risk Manager,24.0,6,5.4,3,10,4,44.3,7,4.8,14,5.3,1,3,9,6,0.62,86.2,No Risk
6306,22,Finance,Financial Analyst,0.0,2,1.7,1,5,10,54.0,11,3.2,10,6.8,2,4,6,2,0.63,73.1,No Risk
6307,45,Finance,Risk Manager,22.4,8,8.0,3,10,5,59.1,6,5.5,17,8.4,6,6,9,6,0.81,75.3,No Risk
6308,31,Finance,Compliance Officer,10.8,5,1.8,1,3,4,50.3,9,1.9,26,5.6,2,6,4,4,0.6,48.1,No Risk
6309,34,Healthcare,Health Admin,11.2,0,0.1,0,5,6,40.0,4,4.9,5,6.9,3,2,5,3,0.25,74.5,No Risk
6310,31,Legal,Contract Specialist,8.4,5,3.3,2,6,8,51.8,15,4.6,8,7.0,1,8,3,4,0.87,60.4,At Risk
6311,47,Finance,Risk Manager,24.7,2,3.1,1,6,4,39.9,9,2.4,15,7.1,2,3,6,3,0.52,61.0,No Risk
6312,25,Healthcare,Nurse,1.6,3,1.8,1,4,8,34.4,7,2.2,16,7.2,5,8,5,3,0.24,58.6,At Risk
6313,35,Education,Researcher,13.7,8,5.3,3,9,4,50.6,10,3.5,11,4.1,4,10,6,4,0.44,55.6,At Risk
6314,39,Technology,Product Manager,15.7,2,2.2,0,2,6,31.0,12,1.8,16,6.3,3,5,3,3,0.6,53.0,No Risk
6315,22,Technology,DevOps Engineer,0.0,5,3.2,2,6,10,43.7,9,5.7,15,4.5,1,6,8,4,0.42,64.6,No Risk
6316,28,Creative,Art Director,5.2,2,1.6,1,8,8,48.4,11,2.9,17,4.6,1,7,6,6,0.46,54.2,At Risk
6317,34,Education,Curriculum Designer,11.0,2,1.6,1,3,5,58.0,9,3.4,18,7.6,2,7,3,3,0.34,66.4,No Risk
6318,28,Healthcare,Radiologist,8.5,4,2.0,1,7,6,40.4,12,3.6,7,7.4,1,6,5,3,0.3,62.2,No Risk
6319,28,Healthcare,Nurse,6.5,0,0.1,0,6,6,35.9,11,3.1,9,8.0,1,3,5,2,0.15,73.1,No Risk
6320,32,Technology,DevOps Engineer,6.4,2,0.5,0,5,7,50.3,9,1.1,14,6.6,2,5,4,4,0.67,49.2,No Risk
6321,40,Healthcare,Nurse,17.1,7,6.1,3,10,3,50.2,8,3.5,7,7.3,1,3,8,5,0.14,80.8,No Risk
6322,32,Healthcare,Medical Researcher,9.0,4,4.2,2,6,2,47.6,2,4.8,10,4.8,4,3,6,2,0.25,82.5,No Risk
6323,44,Healthcare,Medical Researcher,20.9,5,3.7,2,5,4,35.1,13,3.8,18,6.1,3,5,6,3,0.2,67.7,No Risk
6324,27,Finance,Portfolio Manager,5.7,0,1.5,0,2,6,52.7,9,0.6,12,7.0,3,5,2,3,0.51,47.3,No Risk
6325,25,Technology,QA Engineer,5.7,0,0.1,0,2,5,27.1,6,3.4,14,7.4,3,4,4,1,0.75,50.3,No Risk
6326,50,Technology,Product Manager,26.7,4,3.8,2,9,3,48.6,13,2.6,14,5.2,3,5,6,3,0.6,65.4,No Risk
6327,30,Creative,Copywriter,6.8,6,3.1,2,5,5,56.8,7,3.6,16,7.2,0,9,2,4,0.24,60.8,At Risk
6328,25,Finance,Risk Manager,1.3,4,3.5,2,8,6,47.9,6,4.1,12,6.3,2,8,7,3,0.41,73.4,No Risk
6329,22,Finance,Accountant,1.0,4,2.0,1,6,9,43.5,5,3.9,15,5.2,4,4,4,5,0.81,68.0,No Risk
6330,44,Technology,DevOps Engineer,25.8,3,1.7,1,5,4,37.2,7,3.4,12,5.7,1,5,3,3,0.58,56.8,No Risk
6331,32,Technology,QA Engineer,7.2,2,2.9,1,5,6,40.9,8,2.7,13,5.0,4,7,4,4,0.19,48.9,At Risk
6332,33,Education,Curriculum Designer,10.8,4,3.2,2,10,2,64.5,9,1.0,17,5.0,4,9,4,6,0.23,56.1,At Risk
6333,34,Healthcare,Physician,12.3,1,0.6,0,5,7,39.6,9,1.4,6,5.4,3,5,5,2,0.11,33.9,No Risk
6334,43,Healthcare,Physician,20.0,5,2.0,1,7,5,49.1,6,2.3,8,6.2,1,6,2,5,0.19,66.5,At Risk
6335,34,Technology,QA Engineer,8.4,6,3.5,2,7,5,40.3,11,2.8,13,5.5,2,5,3,2,0.66,67.2,No Risk
6336,54,Education,Professor,30.3,1,0.0,0,6,3,41.6,12,0.7,14,6.3,5,4,4,2,0.02,55.5,No Risk
6337,36,Technology,Software Engineer,15.7,6,5.5,3,10,2,35.5,8,3.0,12,6.1,1,6,8,5,0.69,73.4,No Risk
6338,43,Technology,Data Scientist,19.4,6,4.5,3,10,4,48.1,9,4.7,15,6.0,1,4,7,3,0.68,86.4,No Risk
6339,41,Finance,Compliance Officer,16.9,1,1.4,0,3,3,41.1,15,4.0,25,6.8,4,5,6,3,0.7,62.7,No Risk
6340,35,Finance,Financial Analyst,13.8,4,3.2,2,8,3,57.8,11,2.5,16,6.2,3,6,4,1,0.75,75.3,No Risk
6341,30,Technology,Product Manager,7.2,6,3.1,2,10,6,40.2,12,1.2,7,7.1,5,4,6,3,0.5,85.8,No Risk
6342,38,Healthcare,Nurse,13.5,2,0.4,0,5,4,40.6,12,1.7,11,6.0,3,5,4,4,0.18,54.7,No Risk
6343,39,Healthcare,Medical Researcher,17.8,5,3.7,2,10,4,54.2,8,4.0,10,4.5,3,4,8,4,0.17,68.8,No Risk
6344,30,Legal,Paralegal,10.2,4,3.3,2,4,3,46.7,8,1.6,14,7.8,5,3,5,3,0.63,60.7,No Risk
6345,36,Finance,Portfolio Manager,12.4,5,3.1,2,8,5,45.7,9,3.0,11,7.1,3,4,7,2,0.82,79.5,No Risk
6346,45,Technology,DevOps Engineer,20.1,9,4.5,3,10,2,47.1,9,3.3,15,6.5,2,5,5,3,0.51,76.0,No Risk
6347,52,Technology,QA Engineer,31.7,2,2.5,1,7,5,37.6,11,1.7,19,6.6,0,5,5,5,0.47,58.3,No Risk
6348,42,Creative,Brand Strategist,20.9,4,4.7,2,9,7,43.5,6,2.1,10,7.5,1,7,5,3,0.41,66.6,No Risk
6349,50,Healthcare,Nurse,28.6,5,3.1,2,7,3,47.6,11,4.7,7,7.6,2,3,7,4,0.53,72.5,No Risk
6350,30,Education,Researcher,10.3,2,0.2,0,6,4,34.7,5,4.1,20,6.5,3,3,8,4,0.26,61.9,No Risk
6351,41,Technology,DevOps Engineer,20.7,6,4.5,3,7,5,40.0,7,4.1,25,6.8,3,10,5,5,0.83,68.6,At Risk
6352,46,Healthcare,Health Admin,20.7,2,3.2,1,6,4,55.2,4,3.0,12,5.2,1,8,6,3,0.26,58.7,No Risk
6353,28,Technology,Product Manager,5.7,7,5.0,3,10,2,52.5,11,5.4,18,5.0,2,8,6,6,0.77,72.2,At Risk
6354,31,Healthcare,Radiologist,5.4,4,5.1,2,7,5,49.4,3,4.2,19,5.8,2,10,7,4,0.2,68.7,At Risk
6355,49,Creative,UX Designer,25.3,5,3.5,2,8,4,42.7,5,2.8,7,5.7,4,3,6,3,0.23,86.3,No Risk
6356,27,Creative,UX Designer,0.6,0,1.6,0,1,9,45.8,12,2.0,10,6.4,2,5,4,4,0.14,42.0,No Risk
6357,24,Healthcare,Physician,0.0,2,3.9,1,3,10,26.3,10,2.0,11,6.3,4,4,1,3,0.4,60.5,No Risk
6358,47,Finance,Accountant,26.6,4,1.8,1,9,6,35.8,12,2.7,12,6.9,0,7,6,5,0.72,63.3,No Risk
6359,45,Creative,Brand Strategist,23.7,4,3.8,2,8,2,52.0,9,2.8,15,7.3,4,7,7,5,0.43,60.3,No Risk
6360,38,Education,Researcher,18.8,4,2.4,1,5,2,40.1,7,2.8,18,4.7,2,4,4,2,0.18,61.3,No Risk
6361,35,Technology,DevOps Engineer,9.9,7,3.0,2,10,3,45.3,6,4.5,12,7.2,7,2,6,3,0.68,94.5,No Risk
6362,31,Finance,Financial Analyst,9.2,2,2.0,1,9,6,48.4,10,4.0,11,5.6,3,8,4,4,0.42,68.0,At Risk
6363,37,Technology,Data Scientist,15.3,1,1.5,0,8,5,38.0,8,3.6,13,9.0,2,1,7,3,0.51,76.5,No Risk
6364,48,Finance,Compliance Officer,24.2,3,3.8,1,2,3,40.5,6,3.0,17,6.8,3,6,4,4,0.27,47.1,No Risk
6365,37,Finance,Compliance Officer,14.9,5,4.8,2,10,4,44.1,4,3.7,15,7.0,3,2,7,5,0.53,93.2,No Risk
6366,52,Healthcare,Radiologist,31.6,6,5.9,2,6,4,48.2,8,2.3,12,4.2,3,8,4,7,0.55,53.8,At Risk
6367,28,Finance,Accountant,3.0,0,0.8,0,5,9,31.0,6,1.2,19,4.7,2,8,4,4,0.38,44.4,At Risk
6368,35,Technology,DevOps Engineer,12.3,2,1.7,1,7,5,47.9,7,1.2,14,7.8,6,3,4,3,0.77,65.7,No Risk
6369,32,Healthcare,Radiologist,11.5,7,5.2,3,10,7,48.3,10,2.5,6,6.1,3,8,5,4,0.48,71.5,At Risk
6370,26,Legal,Lawyer,5.1,2,1.9,1,7,6,46.4,17,1.7,12,8.3,4,6,4,4,0.69,74.8,No Risk
6371,34,Education,Curriculum Designer,10.8,4,3.2,2,9,4,41.1,9,2.6,10,7.7,3,5,5,2,0.11,77.1,No Risk
6372,38,Finance,Compliance Officer,12.8,5,4.2,2,6,5,46.6,5,1.9,19,6.6,5,5,6,6,0.78,61.5,No Risk
6373,39,Creative,Art Director,13.8,0,0.8,0,1,6,51.6,10,4.4,13,6.1,5,6,3,1,0.52,60.7,No Risk
6374,52,Creative,Brand Strategist,30.9,6,4.2,2,6,5,52.4,12,3.1,12,5.9,4,5,6,4,0.17,70.1,No Risk
6375,39,Technology,DevOps Engineer,19.3,7,4.8,3,10,4,58.3,8,0.8,16,6.8,0,7,6,5,0.82,60.0,No Risk
6376,44,Technology,Data Scientist,21.2,7,6.4,3,10,4,41.3,14,3.3,18,6.3,4,5,8,6,0.62,79.6,No Risk
6377,36,Education,Teacher,15.1,5,3.2,2,10,3,52.5,15,3.6,10,6.0,3,4,8,6,0.32,77.8,No Risk
6378,48,Legal,Lawyer,24.5,6,3.7,2,7,4,42.0,10,2.9,13,7.8,2,4,6,4,0.62,79.9,No Risk
6379,54,Creative,Art Director,34.0,2,1.5,1,8,2,27.4,3,3.4,7,6.5,6,1,7,2,0.28,83.8,No Risk
6380,39,Legal,Legal Analyst,12.9,5,2.1,1,6,4,53.0,5,2.9,14,7.5,4,4,9,5,0.43,77.7,No Risk
6381,27,Healthcare,Radiologist,1.1,2,1.6,1,9,6,51.7,10,3.0,10,5.6,2,10,6,2,0.14,76.1,At Risk
6382,31,Healthcare,Health Admin,9.4,8,4.8,3,10,4,60.4,5,2.9,10,5.8,3,6,6,5,0.16,77.7,No Risk
6383,37,Technology,Product Manager,13.9,3,3.1,1,6,6,33.8,11,3.9,21,6.8,7,4,6,4,0.77,73.4,No Risk
6384,39,Technology,DevOps Engineer,15.8,2,3.3,1,8,5,46.8,7,2.6,16,4.8,4,8,5,5,0.59,52.0,At Risk
6385,41,Finance,Financial Analyst,18.9,4,4.2,2,4,4,45.2,11,1.8,16,6.6,1,2,6,7,0.81,59.3,No Risk
6386,39,Healthcare,Nurse,17.4,2,1.9,1,6,4,54.7,4,4.7,19,7.0,3,8,6,3,0.29,60.1,No Risk
6387,35,Healthcare,Medical Researcher,12.9,1,0.7,0,1,7,32.9,10,3.2,15,4.0,3,6,5,3,0.36,38.1,No Risk
6388,30,Education,Curriculum Designer,10.3,4,1.7,1,6,6,43.5,9,3.5,19,7.6,1,6,5,5,0.21,55.3,No Risk
6389,38,Technology,Software Engineer,15.0,6,3.9,2,7,2,47.8,14,3.1,15,7.4,4,5,6,3,0.57,69.3,No Risk
6390,50,Healthcare,Physician,27.8,5,3.3,2,9,4,52.9,5,3.9,21,6.1,2,10,4,5,0.18,70.8,At Risk
6391,43,Technology,Product Manager,18.1,6,3.2,2,9,4,50.3,11,4.6,14,6.5,7,5,7,4,0.71,83.2,No Risk
6392,39,Finance,Compliance Officer,14.7,3,2.2,1,5,4,45.2,12,2.3,16,5.6,2,7,5,4,0.61,56.1,No Risk
6393,43,Education,Curriculum Designer,22.6,5,3.1,2,6,2,44.5,9,2.1,6,6.1,7,4,7,1,0.23,83.4,No Risk
6394,32,Education,Researcher,10.2,6,3.9,2,8,1,46.3,4,2.1,11,5.4,4,5,6,4,0.19,79.8,No Risk
6395,31,Creative,Copywriter,9.6,3,1.7,1,9,5,51.5,6,2.9,8,5.8,1,7,6,3,0.27,78.2,No Risk
6396,29,Technology,QA Engineer,5.5,2,0.6,0,2,3,37.4,5,2.9,8,6.7,5,4,6,2,0.42,59.1,No Risk
6397,34,Healthcare,Radiologist,10.4,7,4.9,3,7,3,46.6,7,4.6,13,7.6,0,6,7,5,0.18,61.7,No Risk
6398,32,Finance,Risk Manager,10.6,7,3.7,2,4,5,45.1,8,1.8,12,6.7,4,4,6,6,0.33,53.1,No Risk
6399,45,Finance,Compliance Officer,24.6,4,1.7,1,3,5,28.8,9,2.0,13,6.4,2,3,3,3,0.9,53.4,No Risk
6400,31,Legal,Compliance Manager,7.8,4,1.8,1,6,4,29.9,6,2.8,8,4.8,2,4,8,2,0.74,46.9,No Risk
6401,29,Education,Teacher,8.6,4,3.1,2,5,6,35.1,5,5.7,15,5.3,4,4,4,4,0.08,76.5,No Risk
6402,51,Legal,Lawyer,30.3,5,4.2,2,7,5,45.3,14,1.5,8,6.2,4,4,3,5,0.6,69.2,No Risk
6403,31,Technology,DevOps Engineer,7.4,7,4.6,3,10,3,52.5,7,3.4,16,7.4,5,5,6,6,0.78,76.6,No Risk
6404,36,Legal,Paralegal,13.7,4,3.4,2,4,6,42.1,13,3.6,20,8.0,4,5,6,5,0.76,75.5,No Risk
6405,39,Technology,Data Scientist,16.8,1,0.5,0,6,6,31.0,6,3.5,16,8.1,2,5,5,3,0.49,64.0,No Risk
6406,26,Legal,Paralegal,0.5,5,3.2,2,10,8,54.6,10,2.8,7,6.6,4,8,7,2,0.68,72.7,No Risk
6407,45,Finance,Portfolio Manager,21.6,3,1.9,1,10,1,47.7,8,2.7,16,5.7,6,5,5,1,0.82,85.2,No Risk
6408,40,Finance,Accountant,18.8,2,1.9,1,9,5,43.7,3,4.6,13,6.3,5,3,7,4,0.62,79.5,No Risk
6409,47,Healthcare,Radiologist,24.8,1,0.2,0,9,4,45.9,5,3.8,10,5.5,4,6,6,1,0.14,86.5,No Risk
6410,30,Creative,Copywriter,10.2,3,2.3,1,6,5,37.1,10,3.1,12,7.5,2,5,8,3,0.21,65.5,No Risk
6411,36,Technology,Data Scientist,14.4,6,4.5,3,10,3,56.8,9,4.0,10,4.7,3,5,7,4,0.57,64.6,No Risk
6412,35,Finance,Accountant,14.0,5,3.2,2,7,1,49.6,6,4.0,16,5.8,3,6,7,4,0.78,67.1,No Risk
6413,37,Legal,Compliance Manager,15.6,0,0.8,0,5,5,42.8,9,2.7,10,5.9,2,7,3,4,0.29,54.7,At Risk
6414,23,Finance,Compliance Officer,2.6,6,3.8,2,8,4,44.3,9,2.2,14,5.6,2,6,5,5,0.71,70.6,No Risk
6415,36,Technology,QA Engineer,17.1,4,3.2,2,5,3,47.6,9,3.5,14,7.1,2,5,5,5,0.55,55.7,No Risk
6416,24,Finance,Risk Manager,2.9,7,5.4,3,7,4,52.4,8,1.4,18,6.9,3,10,2,6,0.46,49.8,At Risk
6417,38,Finance,Portfolio Manager,17.7,8,5.0,3,10,4,34.6,10,2.7,19,5.6,2,3,8,5,0.64,70.0,No Risk
6418,22,Creative,Video Producer,1.0,0,0.6,0,4,9,37.7,11,2.6,8,5.8,4,5,5,1,0.45,63.8,No Risk
6419,22,Education,Teacher,1.3,7,4.8,3,10,7,45.9,7,3.9,11,6.6,1,5,8,3,0.19,74.2,No Risk
6420,42,Healthcare,Physician,16.8,1,3.3,0,3,1,41.0,7,2.4,7,5.4,3,7,4,2,0.09,57.5,No Risk
6421,31,Creative,Video Producer,7.7,1,1.1,0,2,8,38.3,13,3.4,14,6.6,3,4,3,3,0.52,50.8,No Risk
6422,27,Finance,Accountant,2.2,3,0.2,0,4,5,50.2,8,2.1,14,7.0,6,7,2,2,0.66,53.9,No Risk
6423,45,Technology,Software Engineer,21.5,2,1.7,1,8,4,40.0,9,2.6,15,7.1,1,7,7,2,0.82,67.1,No Risk
6424,38,Technology,DevOps Engineer,16.1,6,5.7,3,10,2,39.9,5,2.0,12,7.8,4,1,9,5,0.68,84.5,No Risk
6425,42,Finance,Accountant,16.6,5,3.4,2,8,4,43.3,5,4.8,19,7.0,3,5,7,5,0.73,71.0,No Risk
6426,34,Technology,Data Scientist,10.3,4,3.1,2,9,1,59.1,9,1.3,23,6.2,0,9,5,5,0.38,65.4,At Risk
6427,56,Creative,UX Designer,35.0,6,4.5,3,10,6,48.6,12,4.4,10,7.6,1,5,7,5,0.31,66.8,No Risk
6428,30,Education,Researcher,5.1,2,1.9,1,9,5,41.6,8,2.7,10,7.0,3,3,7,1,0.23,80.0,No Risk
6429,49,Technology,Product Manager,24.0,2,0.4,0,7,6,41.4,16,4.2,9,8.1,3,4,6,1,0.66,81.9,No Risk
6430,35,Healthcare,Nurse,12.4,6,4.0,2,6,3,33.0,9,1.3,13,4.7,0,5,2,3,0.21,62.1,No Risk
6431,22,Education,Professor,0.6,8,5.2,3,10,10,47.0,13,3.6,14,7.3,2,7,5,4,0.38,79.6,At Risk
6432,39,Creative,Video Producer,13.5,7,5.7,3,8,1,50.4,4,5.4,14,5.9,5,5,7,4,0.38,66.0,No Risk
6433,38,Legal,Paralegal,15.5,5,1.8,1,8,1,49.0,9,4.7,11,8.2,1,1,7,3,0.41,81.1,No Risk
6434,27,Healthcare,Nurse,5.4,7,5.3,3,9,6,47.2,9,4.6,11,5.9,1,6,6,5,0.29,69.4,No Risk
6435,28,Education,Professor,5.1,8,6.2,3,8,3,42.5,15,2.6,7,6.9,1,5,2,3,0.38,57.7,No Risk
